,NASDAQ,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE,INTC,INTU,SNY,KHC,HON,QCOM,AMAT,BKNG,SBUX,ISRG,ADP,MDLZ,MAR,VRTX,REGN,ADI,ORLY,LRCX,MU,ATVI,CME,PANW,EQIX,SNPS,CHTR,NTES,MELI,PYPL,CDNS,CSX
1/5/2018 16:00:00,7136.56,43.75,88.19,55.11,61.46,53.85,21.11,186.85,271.62,187.75,118.67,175.25,109.12,11.88,64.6,209.99,41.04,35.87,39.53,182.87,185.34,44.74,164.11,44.67,77.84,148.95,66.47,54.6,1823.54,59.61,126.34,118.3,43.23,134.4,155.69,385.1,91.67,260.28,196.4,45.8,66.37,149.65,50.99,449.49,88.93,350.88,68.85,330.87,78.7,43.99,19.24
1/8/2018 16:00:00,7157.39,43.59,88.28,55.35,62.34,55.5,22.43,188.28,272.27,188.48,117.99,173.9,109.64,12.28,65.1,212.05,40.48,35.62,39.94,183.83,185.04,44.74,164.21,44.6,78.48,148.15,66.27,55.92,1851.81,59.31,130.62,117.94,43.01,136.34,156.89,372.52,91.83,260,197.88,45.55,66.63,151.73,51.22,458.2,89.76,356.55,68.95,340.79,79.05,44.92,19.58
1/9/2018 16:00:00,7163.58,43.58,88.22,55.31,62.64,55.49,22.25,187.87,268.5,186.29,118.08,177,110.39,11.82,65.6,209.31,40.61,35.47,39.69,182.84,186.7,43.62,164.85,44.34,78.62,149.36,65.27,54.86,1865.29,59.18,132.53,118.76,42.99,137.71,156.01,368.65,91.64,261.26,197.57,42.97,66.19,152.63,50.76,455.98,89.69,354.76,67.81,337.65,79.19,45.07,19.75
1/10/2018 16:00:00,7153.57,43.57,87.82,55.13,62.72,55.92,22.32,187.84,262.83,185.42,117.48,180.34,109.7,11.96,63.89,212.52,41.09,35.27,39.91,180.71,187.11,42.5,163.51,43.72,77.89,150.4,65.26,53.3,1872.91,59.82,141.25,117.65,42.63,137.7,157.38,366.46,90.11,258.45,191.66,43.31,66.83,152.9,51.02,443,89.34,350.83,66.98,339.55,79.37,44.84,19.49
1/11/2018 16:00:00,7211.78,43.82,88.08,55.28,63.83,56.02,22.53,187.77,263.5,189.38,116.88,179.58,110.67,12.14,63.84,217.24,42.6,35.4,40.1,178.55,188.92,43.41,163,44.01,77.13,151.19,65.43,53.2,1893.1,60,140.46,117.18,42.51,139.43,158.4,368.26,91.19,259.75,189.12,42.82,69.24,152.81,51.39,435.39,89.71,355.27,65.48,342.02,79.75,44.87,19.56
1/12/2018 16:00:00,7261.06,44.27,89.6,56.11,65.26,55.75,22.41,179.37,264.29,191.84,117.38,180.65,112.72,12.02,63.68,221.23,42.44,35.65,40.87,180.87,195.05,43.24,164.51,44.78,77.35,152.29,65.38,53.45,1919.4,60.4,139.68,118.47,42.47,139.78,157.93,366.96,92.02,258.6,188.51,42.81,70.36,152.73,51.17,435.95,90.37,354,65.77,342.47,80.54,45.07,19.75
1/16/2018 16:00:00,7223.69,44.05,88.35,56.09,65.24,55.03,22.67,178.39,263.25,191.53,117.86,180.6,112.92,11.91,62.97,221.53,41.82,34.99,40.54,186.38,192.46,43.14,162.29,44.91,78.64,151.16,68.25,54.5,1919.47,60.56,140.02,119.39,42.99,139.12,155.71,370.21,93.1,257.89,190.39,42.92,68.71,152.2,50.53,448.1,89.27,352.93,64.42,339.85,80.42,44.28,19.38
1/17/2018 16:00:00,7298.28,44.78,90.14,56.6,64.75,56.18,23.14,177.6,265.81,192.29,119.18,183.38,119.16,12.18,63.76,217.5,41.68,35.08,41.2,199.18,196.49,44.39,164.29,44.6,80.07,151.66,68.02,57.34,1949.9,60.66,143.7,122.05,43.86,142,156.99,374.07,95.57,265.04,205.08,44.26,70.36,151.45,51.41,441.9,90.98,357.84,64.88,340.45,82.47,44.86,19.23
1/18/2018 16:00:00,7296.05,44.82,90.1,56.49,64.67,56.11,22.97,179.8,269.8,191.51,119.05,182.86,116.41,12.47,62.88,220.33,41.85,35.07,41.3,203.36,196.2,44.48,164.4,44.51,79.27,151.06,68.05,57.4,1926.71,61.09,144.02,120.9,43.68,141.13,157.19,371.28,97.24,266.33,205.45,43.99,69.8,152.21,52.61,437.45,91.47,365.25,64.44,341.88,82.94,44.94,19.35
1/19/2018 16:00:00,7336.38,44.62,90,56.88,64.73,57.53,23.33,181.29,266.39,192.29,120.17,181.96,116.83,12.59,63.71,220.46,42.5,35.44,41.29,205.52,195.73,44.82,167.74,44.6,79.66,151.93,68.04,57.4,1910.21,61.26,144.41,121.44,44.14,144.07,157.97,371.53,96.14,273.02,207.53,42.75,70.57,154.28,52.41,437.89,92.61,366.05,65.11,345.31,83.84,45.6,19.16
1/22/2018 16:00:00,7408.03,44.25,91.61,57.79,66.37,58.42,23.44,185.37,262.11,194.38,121.51,185.04,119.44,12.65,63.94,227.58,42.89,35.94,41.66,205.54,197.84,45.75,168.67,43.2,80.17,151.78,68.67,57.46,1915.77,61.41,144.65,122.77,44.28,143.81,161.91,375.86,96.65,272.3,209.19,42.88,71.3,155.45,51.29,436.05,92.96,370.25,66.3,352.27,83.98,45.69,19.24
1/23/2018 16:00:00,7460.29,44.26,91.9,58.5,68.13,59.73,23.52,189.35,262.9,193.42,121.3,185.54,119.89,12.94,64.53,250.29,42.44,36.07,42.1,205.43,200.09,46.06,168.46,43.74,80.27,152.79,68.34,57.79,1962.94,61.69,146.52,122.1,44.5,145.8,166.58,381.71,96.47,271.21,215.07,43.95,71.55,154.25,53.18,442,93.38,369.25,66.91,355.43,84.21,45.75,19.03
1/24/2018 16:00:00,7415.06,43.56,91.82,58.21,67.88,58.95,23.06,186.55,256.86,194.24,121.14,188.01,109.7,12.71,65,261.3,42.99,35.86,42.17,202.25,197.78,45.51,167.55,44.55,79.86,153.15,67.98,56.88,1955.24,60.83,145.83,120.86,44.59,144.39,167.45,383.32,95.34,275.93,209.73,43.08,70.08,154.99,52.76,441.3,92.84,376.18,64.93,355.6,83.71,45.38,18.96
1/25/2018 16:00:00,7411.16,42.78,92.33,58.52,68.9,59.09,22.51,187.48,247.29,197.95,120.9,187.59,110.15,12.41,64.39,269.7,42.14,36.15,41.9,200.83,197.51,45.3,167.82,44.99,79.67,154.94,67.42,55.76,1949.67,60.55,149.94,120.63,44.47,145.5,166.24,391.84,91.98,272.88,199.25,43.01,70.82,154.17,52.43,439.17,91.91,375.14,65.92,360.06,84.34,44.86,18.71
1/26/2018 16:00:00,7505.77,42.88,94.06,58.79,70.1,60.83,22.86,190,250.79,198.91,121.76,189.28,113.69,12.95,65.28,274.6,42.8,36.63,42.56,206.51,201.3,50.08,170.44,45.76,79.39,157.96,68.53,57.12,1950.48,57.99,146.75,122.33,44.42,147.14,169.21,374.36,93.84,275.47,202.57,43.67,72.52,155.16,53.24,441.59,92.96,377,67.18,381.86,85.45,45.8,19.3
1/29/2018 16:00:00,7466.51,41.99,93.92,58.78,70.88,61.71,23.3,185.98,245.47,198.32,119.67,192.33,112.65,13.32,64.6,284.59,41.98,36.22,42.85,204.02,198.23,49.98,169.21,45.32,78.42,154.59,67.32,55.33,1929.23,57.02,145.45,120.76,44.54,147.99,167.14,382.88,93.78,273.94,195.97,43.29,72.45,153.45,52.24,435.16,91.28,374.5,65.34,390.27,84.31,44.56,19.08
1/30/2018 16:00:00,7402.48,41.74,92.74,58.18,71.89,60.68,23.05,187.12,240.98,197.91,119.89,191.99,109.89,12.87,64.76,278.8,42.34,35.75,42.25,200.23,196.9,48.79,168.5,44.81,78.5,152.2,66.99,53.38,1921.53,57.19,142.61,120.81,44.34,147.27,166.54,379.77,91.55,268.27,191.08,41.67,71.61,153.33,51.48,439.56,91.32,376.57,64.56,386.37,83.78,43.98,18.95
1/31/2018 16:00:00,7411.48,41.86,95.01,58.5,72.54,61.45,23.62,186.89,248.03,194.87,120.3,190.63,109.67,13.74,65.1,270.3,42.53,35.06,41.54,202.96,199.76,48.14,167.9,43.93,78.39,152.87,68.25,53.63,1912.05,56.81,143.89,123.63,44.4,147.34,166.87,366.65,91.88,264.69,191.52,43.72,74.13,153.48,52.62,455.19,92.61,377.25,64.03,387.1,85.32,44.86,18.92
2/1/2018 16:00:00,7385.86,41.95,94.26,58.39,69.5,60.13,23.28,193.09,238.79,193.47,120.3,190.08,110.08,13.25,63.79,265.07,41.89,35.14,41.7,201.42,199.38,47.65,165.65,43.8,78.57,152.85,66.8,53.28,1903.69,56,141.97,120.42,45.87,147.52,172.99,345.79,91.65,262.38,189.11,42.49,73.35,158.91,53.2,444.54,91.38,371.18,63.21,378.76,78.4,42.23,18.86
2/2/2018 16:00:00,7240.95,40.13,91.78,55.6,71.5,58.38,22.92,190.28,235.48,190.99,118.67,196.01,107.66,12.45,63.59,267.43,41.11,35.9,40.93,194.57,195.64,46.15,163.42,43.22,77.19,149.98,66.07,50.68,1859.1,55.77,138.99,118.57,45.5,141.17,166.24,347.86,89.11,252.64,179.06,40.82,71.42,159.11,51.73,437.35,90.16,387.5,63.48,368.39,76.57,41.1,18.42
2/5/2018 16:00:00,6967.53,39.12,88,52.79,69.5,53.43,22.21,181.26,228.1,182.77,114.46,198,104.21,11.57,61.54,254.26,39.2,33.78,38.78,186.68,190.27,44.52,157.65,41.55,74.26,143.77,61.73,48.31,1825.93,54.69,133,114.07,43.94,136.34,155.14,331.98,85.4,246.49,170.35,39.4,67.98,153.96,51.18,429.81,87.62,372.57,62.49,351.99,74.71,39.29,17.33
2/6/2018 16:00:00,7115.88,40.76,91.33,54.03,72.14,56.4,22.26,185.31,240.38,185.01,113.56,191.27,105.87,11.65,60.85,265.72,39.67,34.3,40.17,194.11,194.47,44.91,160.87,42.11,74.31,144.95,64.4,50.25,1858.66,55.61,136.11,112.95,44.55,140.03,159.27,338.8,88.54,254.9,178.34,43.88,69.7,157.65,52.19,430.85,87.45,369.75,62.77,350.46,75.68,39.58,17.94
2/7/2018 16:00:00,7051.98,39.89,89.61,52.43,70.84,57.2,23,180.18,237.38,183.19,113.5,186.05,101.98,11.6,62.06,264.56,40.15,33.9,40.34,187.15,192.34,45.2,161.29,40.39,73.55,144.75,65.04,48.69,1882.68,54.46,133.18,113.56,44.05,139.64,155.67,334.61,85.35,252.08,171.63,42.01,69.46,159.93,52,426.08,85.85,363.55,61.8,343.55,75.59,38.57,17.66
2/8/2018 16:00:00,6777.16,38.79,85.01,50.08,67.53,54.38,21.02,171.58,229.57,178.61,110.15,185.56,97.66,11.22,58.88,250.1,38.19,34.1,38.77,179.9,185.16,42.75,152.75,39.5,71.58,139.8,62.42,45.75,1806.06,53.77,127.29,108.25,42.68,133.88,151.6,322.62,82.68,252.22,162.23,40,65.83,153.04,50.44,409.98,82.62,348.65,57.92,345.31,72.32,36.82,16.82
2/9/2018 16:00:00,6874.49,39.1,88.18,51.89,66.98,58.02,20.69,176.11,235.5,180.72,111.18,187.01,100.49,11.31,59.2,249.47,38.57,33.61,39.53,183.67,187.99,43.95,157.06,38.98,71.38,141.6,63.99,48.08,1765,54.58,130.97,111.43,42.14,136.29,152.96,336.38,83.93,249.83,165.87,40.41,67.08,156.85,51.29,425.81,84.34,349.43,58.33,335.86,74.75,37.68,16.96
2/12/2018 16:00:00,6981.96,40.68,89.13,52.6,69.31,57.01,21.05,176.41,244.4,181.06,111.93,174.75,101.94,11.68,58.12,257.95,38.54,34.09,40.6,186.34,192.15,44.83,159.38,39.59,71.81,143.1,65.66,49.5,1790,55.38,132.84,111.65,42.53,139.1,152.01,342.67,85.05,248.25,172.95,42.19,68.32,160.13,51.75,431.45,85.33,357.88,58.98,353.45,75.28,38.6,17.72
2/13/2018 16:00:00,7013.51,41.09,89.83,52.61,70.73,58.16,21.58,173.15,245.86,184.15,112.14,176.65,100.98,11.78,57.69,258.27,38.96,34.06,41.23,185.24,193.48,44.46,159.36,39.4,71.71,142.17,65.7,49.55,1797.86,55.67,134,111.82,42.8,140.61,154.14,324.57,84.34,245.31,172.56,42.63,68.03,160.16,52.3,436.25,85.5,355.68,60.02,366.51,74.97,37.9,17.85
2/14/2018 16:00:00,7143.62,41.84,90.81,53.49,72.55,60.36,21.49,179.52,247.66,187.35,109.11,177.47,102.68,12.2,58.62,266,39.43,34.44,42.09,191.34,197.13,45.38,163.9,39.86,71.92,143.97,66.59,51.96,1818.41,55.99,136.63,112.71,42.96,145.24,157.26,330.69,85.13,247.55,183.01,43.45,69.65,162.15,52.79,435.83,86.62,358.94,61.21,375.71,77.27,38.63,18.38
2/15/2018 16:00:00,7256.43,43.25,92.66,54.48,73.09,61.63,22.27,179.96,251.83,191.48,110.97,173.12,104.57,12.19,60.44,280.27,40.08,34.02,44.08,194.9,202.97,45.92,169.31,39.72,72.71,146.88,65.28,53.99,1870.25,56.58,139.52,115.51,44.08,141.29,160.94,333.18,85.4,252.29,185.71,43.5,71.99,165.11,53.53,407.31,88.93,363.67,61.91,379.05,78.3,39.07,18.52
2/16/2018 16:00:00,7239.47,43.11,92,54.74,72.43,60.96,22.37,177.36,248.89,191.56,111.06,173.46,104.47,11.82,60.06,278.52,39.79,33.93,44.33,192.23,201.56,45.56,171.69,39.91,70.8,147.47,64.85,55.03,1885,56.48,138.66,116.18,44.14,138.5,160.72,332.15,86.09,251.1,187.91,44.21,70.19,162.38,54.03,403.3,89.07,365.66,61.49,369.87,78.37,39.16,18.7
2/20/2018 16:00:00,7234.31,42.96,92.72,55.12,73.42,62.27,22.32,176.01,249.62,188.12,109.48,174.87,105.29,12.02,60.51,278.55,39.47,33.64,44.06,195.52,202.98,46.32,173.57,39.55,68.69,147.76,63.99,56.66,1894.62,55.97,140.59,115.41,43.76,140.44,160.98,323.04,88.41,252.38,193.44,44.9,70.84,163.35,54.31,396.44,89.76,358.77,62.16,375.78,77.06,40.17,18.2
2/21/2018 16:00:00,7218.23,42.77,91.49,55.57,74.15,60.38,22.22,177.91,248.62,185.75,108,175.94,103.66,11.72,59.42,281.04,39.01,33.83,43.31,194.41,202.09,45.94,173.32,39.51,67.47,147.49,63.4,56.13,1880.68,56.1,138.85,116.1,43.62,141.96,157.89,317.51,88.41,247.69,189.23,44.54,70.22,161.78,54.8,384.92,88.46,360.97,61.35,373.34,76.51,39.26,18.32
2/22/2018 16:00:00,7210.09,43.13,91.73,55.33,74.27,60.54,23.08,178.99,249.35,186.59,109.26,179.52,103.93,11.84,58.73,278.14,38.8,33.69,42.94,193.29,202.61,45.8,172.1,39.85,67.64,146.78,62.18,56.07,1877.14,55.4,139.93,115.43,43.51,140.6,157.59,315.82,88.56,247.36,188.36,44.25,69.49,160.53,53.99,390.45,84.38,356.75,61.89,369.5,77.7,38.8,18.33
2/23/2018 16:00:00,7337.39,43.88,94.06,56.34,75,61.48,23.47,183.29,253.71,189.81,109.68,183.6,107.04,12.07,60.06,285.93,39.5,34.01,44,196.82,209.74,47.73,171.78,40.13,69.02,148.51,63.32,57.01,1907.02,56.14,142.5,117.65,43.75,142.17,165.9,323.86,90.37,254.13,193.1,46.53,72.07,164.02,55.18,394.84,85.24,365.06,62.33,387.26,79.69,39.74,18.61
2/26/2018 16:00:00,7421.46,44.74,95.42,57.19,76.1,61.65,23.83,184.93,252.95,192.81,110.94,183.55,109.63,12.42,61.11,294.16,39.58,34.19,45.36,200.84,212.15,49.11,172.67,40.47,69.74,149.83,66.98,58.81,1905.64,57.17,144,117.9,44.77,141.35,169.54,324.89,92.36,254.97,198.43,47.98,73.16,166.9,56.44,394.18,85.47,358.02,61.71,392.56,79.35,39.89,18.74
2/27/2018 16:00:00,7330.35,44.6,94.2,55.91,75.6,61.52,23.4,181.46,251.81,190.1,110.89,182.98,108.34,12.53,59.94,290.61,36.66,33.85,45.04,197.44,208.82,49.91,170.35,39.82,67.87,147.36,66.34,57.64,1905.01,56.57,143.66,116.47,44.01,138.12,165.88,320.97,92.26,238.58,193.47,48.58,72.61,166.69,57.75,391.21,84.94,351.22,59.26,375.44,79.46,39.39,18.37
2/28/2018 16:00:00,7273.01,44.53,93.77,55.24,75.62,60.5,22.87,178.32,246.46,190.9,109.73,182.43,108.35,12.11,60.61,291.38,36.21,33.19,44.78,195.39,209.13,49.29,166.86,39.25,67.05,144.67,65,57.59,2034.04,57.1,142.15,115.32,43.9,141.21,166.03,320.44,90.15,244.19,191.86,48.81,73.13,166.16,57.79,392.1,84.67,341.93,58.67,387.97,79.41,38.77,17.91
3/1/2018 16:00:00,7180.56,43.75,92.85,53.48,74.67,58.05,22.06,175.94,243.31,189.03,108.12,182.45,106.53,11.9,61.9,290.39,36.54,32.97,43.8,191.93,206.03,47.84,164.34,39.19,66.89,140.94,64.96,57.07,2028.37,56.17,137.38,113.79,43.62,137.54,165.83,321.78,88.31,243.26,190.07,47.62,72.01,162.26,57.81,386.29,84.53,339.41,57.31,385.38,78.64,38.23,18.17
3/2/2018 16:00:00,7257.87,44.05,93.05,53.95,75.01,59.14,22.34,176.62,250.87,189.33,109.04,186.67,108.22,11.81,62.47,301.05,36.49,33.16,44.06,193.57,209.79,48.98,168.84,39.26,67.17,141.83,64.74,58.03,2033.79,56.93,139.13,113.6,44.42,139.58,170.06,330.47,89.53,241.01,194.53,49.11,74.01,166.26,58.92,381.82,85.77,332.75,57.74,388.96,78.87,39.29,18.35
3/5/2018 16:00:00,7330.71,44.21,93.64,54.55,76.18,58.91,22.22,180.4,246.98,191.48,109.43,188.5,109.01,11.91,62.95,315,36.78,33.9,44.52,198.35,211.16,49.75,170.18,39.9,67.43,142.18,64.01,57.63,2072.66,56.99,141.42,115.66,45.06,135.73,173.16,333.91,91.14,246.85,198.7,52.03,75.1,168.49,60.09,388.51,86.06,346.6,58.96,390.89,79.07,39.5,18.79
3/6/2018 16:00:00,7372.01,44.17,93.32,54.75,76.88,60.54,21.88,179.78,250.96,191.46,109.58,185.79,109.69,11.76,63.56,325.22,36.87,33.78,44.29,202.84,212.01,50.71,169.46,39.5,67.77,142.97,62.14,59.99,2085.51,57.03,142.17,115.41,45.57,137.61,168.72,333.48,91.93,251.74,207.94,53.74,73.92,169.59,61.07,391.62,86.26,337.96,60.14,410.25,79.23,38.98,18.71
3/7/2018 16:00:00,7396.65,43.76,93.86,55.48,77.25,60.46,22.15,183.71,247.05,187.36,109.84,183.77,108.56,12.24,64.56,321.16,36.12,33.71,44.2,206.05,216.86,51.32,170.66,39.9,67.46,144,62.49,59.42,2122.93,57.03,143.49,115.18,43.58,138.98,170.17,334.41,92.74,242.78,211.74,53.97,74.07,168.58,62.09,391.38,86.74,338.67,61.26,407.88,79.52,39.37,18.75
3/8/2018 16:00:00,7427.95,44.24,94.43,56.3,77.59,60.3,21.94,182.34,246.95,185.69,112.08,183.29,109.49,11.97,65.06,317,36.88,33.78,44.34,205.02,216.4,50.74,171.47,40,66.99,144.79,61.82,59.37,2150.08,57.47,144.12,116.96,44,139.35,171.88,340.78,92.72,242.34,212.74,55.22,76.81,168.44,62.55,389.42,88.64,341.19,62.69,397.32,79.87,39.3,18.75
3/9/2018 16:00:00,7560.81,45,96.54,58,78.94,61.33,21.81,185.23,253.78,188.58,112.54,185.08,111.53,11.7,65.25,331.44,37.13,33.79,45.37,209.41,221.11,52.19,177.17,40.39,67.23,147.64,63.03,61.61,2170.61,58.46,146.82,118.83,44.27,143.29,176.26,341.7,94.73,250.51,224.95,54.59,78.22,171.42,62.84,395.16,89.73,347.59,62.51,413.94,80.71,39.68,19.33
3/12/2018 16:00:00,7588.33,45.43,96.77,58.23,79.92,62.44,23.03,184.76,262.84,189.37,112.75,190.13,111.63,11.52,64.55,321.3,36.96,33.85,45.55,211.3,220.94,51.52,177.33,40.65,67.7,145.74,62.81,60.97,2206.09,59.4,146.32,117.53,44.39,141.81,177.13,344.55,95.53,249.12,228.65,59.37,76.86,169.18,63.24,395.35,89.09,359.22,62.86,410.05,80.6,39.7,19.2
3/13/2018 16:00:00,7511.01,44.99,94.41,56.91,79.41,61.93,22.79,181.88,261.22,187.46,113.6,190.35,110.59,11.64,64.98,315.88,36.43,33.82,45.16,208.02,219.76,51.78,177.68,40.4,67.37,145.04,59.7,59.69,2170,59.05,146.74,117.39,44.04,141.75,174.96,337.75,94.66,250.82,223.97,59.43,75.93,164.81,62.75,405.42,88.48,350.01,62.32,406.41,80.2,39.17,19.16
3/14/2018 16:00:00,7496.81,44.61,93.85,57.47,79.55,62.19,21.78,184.19,260.59,184.63,112.61,187.53,109.97,11.36,64.78,321.55,36.02,33.84,45.28,211.53,218.44,51.86,177.29,40.45,66.58,144.01,60.12,60.23,2188.9,58.83,146.92,116.1,43.88,141.43,174.38,341.42,94.09,249.14,222.64,59.78,74.22,162.95,62.82,413.71,87.82,340.96,62.83,404.97,83.31,38.83,18.94
3/15/2018 16:00:00,7481.74,44.66,94.18,57.48,79.12,62.34,21.71,183.86,267.76,185.51,111.99,187.16,109.71,11.46,64.71,321.09,36.15,33.82,45.33,214.44,218.87,50.88,177.93,40.55,65.46,144.63,59.89,60.28,2187.77,59.37,147.32,116.48,43.39,141.73,173.97,334.93,93.94,248.84,223.08,58.84,73.38,165.39,63,415.23,87.83,339.55,65.12,387.11,82.57,39.08,18.92
3/16/2018 16:00:00,7481.99,44.51,94.6,56.79,78.58,62.62,21.42,185.09,254.87,185.87,111.64,191.1,109.97,11.47,64.76,318.45,35.83,34.59,45.01,214.06,225.55,51.17,178.59,40.96,65.36,145.31,60.62,59.44,2171.49,59,145.29,117.16,43.19,141.06,175.66,343.3,94.15,251.16,221.92,60.58,71.68,165.12,62.49,419.89,88.13,342.17,65.39,378.44,82.16,38.59,18.97
3/19/2018 16:00:00,7344.24,43.83,92.89,54.99,77.25,60.25,20.9,172.56,244.95,184.15,110.36,189.3,107.86,11.43,63.22,313.48,35.3,34.57,44.27,212.75,222.18,50.83,175.74,40.75,63.95,143.8,58.37,58.5,2146.89,58.3,142.29,114.48,42.35,139.82,170.77,339.08,93.5,248.7,217.58,60.14,71.05,163.54,62.04,411.71,86.61,332.99,63.59,366.51,80.3,38.23,18.9
3/20/2018 16:00:00,7364.3,43.81,93.13,54.89,79.33,62.4,20.7,168.15,242.36,187.35,109.9,189.75,109.46,11.11,62.78,317.5,34.57,34.77,44.37,212.6,229.75,51.55,178.15,40.28,63.18,144.07,58.26,59.23,2139.11,58.66,143.4,115.56,42.35,140.55,171.47,333.86,92.71,247.61,219.13,61.15,71.37,164.18,62.62,415.26,86.71,327.61,62.92,364.73,80.86,37.96,18.99
3/21/2018 16:00:00,7345.29,42.82,92.48,54.54,79.09,62.14,21.1,169.39,246,186.07,108.74,190.57,108.64,11.26,62.59,316.48,34.49,34.61,44.31,213.73,226.85,51.56,176.66,39.91,61.99,144.91,56.81,60.78,2144.98,58.47,141.66,116.36,42.03,140.42,170.34,334.87,92.8,247.05,224.28,61.07,71.61,164.5,62.66,411.84,86.59,325.47,63.95,361.85,81.04,38.35,18.97
3/22/2018 16:00:00,7166.68,42.21,89.79,52.45,77.25,60.46,20.61,164.89,243.57,182.64,107.94,189.75,103.9,10.91,61.25,306.7,33.23,34.47,43.07,204.72,220.52,50.83,174.83,39.43,60.53,140.62,55.58,58.96,2113.8,57.77,137.97,113.14,41.05,137.25,166.1,327.69,90.54,241.16,214.82,58.92,69.76,160.16,61.61,417.58,84.8,322.97,60.5,350.6,78.56,37.39,18.43
3/23/2018 16:00:00,6992.67,41.24,87.18,51.08,74.78,58.24,20.1,159.39,242.48,180.84,106.15,188.24,101.36,10.63,59.74,300.94,33.17,34.17,42.42,199.11,215.02,49.36,169.87,39.33,60.03,137.17,53.66,55.38,2087.01,56.31,133.05,109.2,40.51,133.76,160.93,321.29,87.7,239.44,202.63,54.21,68.04,158.12,60.59,401.68,82.36,312.39,59.13,344.73,76.44,36.38,18.09
3/26/2018 16:00:00,7220.54,43.19,93.78,52.66,77.79,61.12,20.28,160.06,247.73,187.22,106.81,182.55,106.6,10.44,61.39,320.35,33.54,34.76,44.06,207.45,228.91,52.48,174.53,39.99,61.65,140.68,56.13,58.47,2133.71,57.8,138.37,114.06,41.33,138.92,166.1,330.71,93.11,245.4,214.96,55.56,70.08,161.71,62.48,409.61,84.22,312.18,59.48,353.4,78.95,37.46,18.55
3/27/2018 16:00:00,7008.81,42.09,89.47,50.26,74.85,56.38,18.61,152.22,244.37,183.15,107.64,182.03,102.56,10,60.34,300.69,32.99,34.67,42.68,200.29,213.8,51.19,173.25,39.34,60.7,138.19,54.84,55.44,2077.56,57.46,135.07,112.26,40.91,135.59,160.34,329.24,91.05,238.97,202.62,52.4,66.29,159,59.81,409.88,82.89,310.22,56.15,352.21,76.31,36.4,18.23
3/28/2018 16:00:00,6949.23,41.62,89.39,50.23,71.57,55.34,17.19,153.03,236.68,183.61,109.18,181.59,101.91,9.81,60.87,285.77,33.28,35.13,41.66,194.53,212.54,49.6,170.93,39.96,61.37,137.16,54.7,54.06,2054.69,57.9,134.13,111.76,40.59,133.9,159.58,338.48,89.91,242.72,196.21,51.49,65.97,158.84,58.97,417.02,82.3,306.26,54.91,341.22,75.06,36.14,18.1
3/29/2018 16:00:00,7063.45,41.95,91.27,51.59,72.37,57.9,17.74,159.79,235.65,188.43,109.15,176.08,103.89,10.05,61.04,295.35,34.17,34.97,42.89,198.56,216.08,52.08,173.35,40.08,62.29,138.35,55.41,55.61,2080.39,57.89,137.61,113.48,41.73,135.98,162.98,344.36,91.13,247.38,203.16,52.14,67.46,161.74,60.51,418.14,83.24,311.22,56.08,356.39,75.87,36.77,18.57
4/2/2018 16:00:00,6870.12,41.67,88.52,50.32,68.6,55.26,16.83,155.39,227.68,182.75,107.05,169.43,100.65,9.53,59.62,280.29,33.52,34.69,41.01,193.05,212.28,48.92,169.88,39.47,60.06,136.36,53.81,52.89,2030.86,56.24,133.63,113.3,40.71,132.07,156.31,330.56,88.75,236.08,193.87,50.06,65.09,157.7,60.05,408.55,80.77,303.87,55.17,347.2,75,35.85,18.25
4/3/2018 16:00:00,6941.28,42.1,89.71,50.67,69.6,56.34,17.84,156.11,236.78,182.61,108.19,175.19,102.18,9.55,59.59,283.67,33.47,35.22,41.38,199.43,215.93,49.75,170.47,39.53,60.24,138.11,54.78,53.98,2067.57,58,134.49,114.04,41.18,132.5,158.36,332.2,89.52,237.77,197.97,51.55,65.48,160.57,61.46,408.6,81.64,306.37,54.24,342.87,74.56,36.31,18.58
4/4/2018 16:00:00,7042.11,42.9,92.33,51.26,70.53,56.56,19.13,155.1,236.99,185.52,110.18,171.15,104.21,9.77,59.75,288.94,34.31,35.22,41.2,198.26,225.05,49.99,173.05,40.1,61.38,138.67,54.99,55.56,2071.01,58.83,133.97,116.72,42.07,135.81,162.12,337.35,91.24,242.03,201.67,53.39,66.27,160.49,63.08,411.99,82.74,311.69,55.39,355.48,74.78,36.68,18.49
4/5/2018 16:00:00,7076.55,43.2,92.38,51.39,72.59,55.35,20.38,159.34,236.31,186.25,110.57,170.46,102.24,10.02,59.81,293.97,34.6,35.35,41.82,198.68,223.54,50.38,171.83,40.22,61.31,140.16,55.04,54.29,2091.09,59.14,135.37,117.51,42.2,134.44,157.66,328.59,90.94,243.87,195.02,49.84,66.53,162.99,65.47,413.59,82.96,317.02,55.61,351.96,76.95,36.98,18.53
4/6/2018 16:00:00,6915.11,42.1,90.23,50.35,70.26,53.56,19.95,157.2,228.87,183.96,109.3,170.48,99.46,9.61,59.65,288.85,34.12,35.42,40.73,194.63,218.61,48.79,167.68,40.15,60.54,136.66,53.12,52.34,2033.41,58.34,132.18,113.7,41.48,130.93,154.25,319.61,88.31,237.19,190.65,48.46,64.56,158.26,64.61,407.04,81.39,310.67,54.55,342.54,73.86,35.9,18.12
