,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE
839,154.5,258.35,105.22,103.39,211.0,189.98,186.53,597.62,514.8,169.12,245.17,182.29,86.09,145.19,365.9,39.97,63.44,48.63,679.62,379.33
840,151.73,256.77,103.47,102.18,210.89,194.76,186.06,601.3,515.59,171.82,243.85,181.0,83.68,141.97,361.48,39.51,63.52,47.57,661.97,375.23
841,154.65,267.56,108.04,102.11,221.73,196.81,191.62,614.45,516.53,171.56,244.0,183.49,85.91,142.99,362.95,39.67,64.29,47.84,678.72,383.82
842,151.92,266.73,100.0,100.05,222.05,201.29,183.43,601.71,503.81,171.16,240.2,176.5,84.69,143.81,366.83,38.76,64.36,46.96,662.79,378.36
843,150.87,263.62,95.46,98.24,223.37,207.32,177.92,599.41,500.63,172.78,240.0,174.99,83.21,142.85,362.5,37.9,67.42,46.73,664.13,375.81
844,151.01,263.1,94.86,97.61,212.65,196.89,174.15,593.25,499.99,176.2,242.5,175.79,81.48,143.7,347.36,38.36,68.88,47.26,656.35,370.99
845,153.85,271.32,95.0,99.54,217.88,194.64,179.43,601.12,506.45,177.77,243.66,176.71,83.13,146.58,358.57,39.09,69.71,47.86,668.74,375.0
846,153.2,272.17,94.95,99.7,229.71,209.25,179.48,602.31,503.22,175.77,241.03,176.34,85.95,147.49,359.96,39.06,70.34,47.7,677.48,377.9
847,155.33,269.32,97.1,101.16,227.64,214.24,177.16,607.69,511.28,176.01,240.07,178.5,85.18,147.55,361.42,39.42,69.69,48.45,676.81,375.94
848,153.71,262.15,95.78,98.15,220.02,202.04,172.44,600.54,504.1,175.51,234.22,176.08,80.08,146.73,350.71,39.72,67.95,50.99,656.28,365.16
849,152.55,258.06,94.59,97.2,213.88,208.31,172.88,595.59,507.48,176.28,240.53,175.32,78.5,149.35,347.96,39.12,68.97,50.77,651.93,356.85
850,148.48,252.67,92.05,94.58,206.55,197.37,172.08,581.54,501.74,176.18,238.24,170.76,76.77,147.09,337.5,37.84,69.59,49.69,629.78,346.7
851,148.91,251.51,91.8,95.79,207.54,200.86,171.12,576.17,497.39,176.12,236.16,169.8,76.61,147.33,334.88,38.01,68.85,49.31,624.21,348.72
852,149.4,254.77,91.07,95.82,236.64,202.07,172.04,583.8,493.14,176.31,237.62,171.82,79.75,144.73,323.65,37.69,67.4,49.21,638.09,347.02
853,146.71,249.22,89.35,93.5,232.86,196.88,170.39,577.75,488.61,175.96,233.66,169.14,78.09,144.41,317.15,37.0,66.37,48.48,618.38,320.54
854,147.92,250.16,90.1,93.76,235.01,207.63,169.54,585.45,487.03,175.91,234.45,170.74,78.77,144.13,323.03,37.35,66.8,48.73,632.08,322.32
855,147.41,249.42,90.3,94.23,232.16,205.71,174.94,594.29,484.18,173.53,231.66,171.45,78.58,142.18,322.13,37.17,65.18,48.42,617.73,323.95
856,145.31,246.27,90.51,92.17,226.98,202.77,173.42,593.57,478.67,171.33,236.19,172.17,78.29,141.29,313.48,36.63,65.21,48.34,614.95,323.38
857,145.91,251.11,92.31,92.13,233.14,190.9,174.53,598.65,485.69,173.32,234.74,174.08,80.44,141.15,311.88,36.95,65.1,48.53,624.17,333.5
858,151.03,255.29,94.02,94.9,238.9,197.79,185.25,632.76,475.26,173.15,234.81,175.68,81.52,141.9,315.18,37.23,65.2,49.28,637.38,344.04
859,153.83,256.87,95.58,93.75,235.54,193.81,184.9,632.92,483.08,173.5,235.11,173.05,81.16,143.72,312.03,37.08,64.56,49.42,620.97,347.02
860,151.6,254.15,94.17,93.55,232.88,187.71,184.51,625.15,485.15,172.64,228.72,172.06,82.11,142.87,308.47,36.19,64.29,48.91,609.11,344.8
861,152.87,253.7,94.65,93.92,241.81,182.0,184.97,632.26,486.04,173.11,228.43,176.22,85.37,143.18,311.79,35.9,64.12,49.11,619.4,345.84
862,150.59,252.32,92.66,92.25,234.36,172.92,181.69,622.52,479.52,171.8,225.79,173.44,84.03,141.09,297.78,35.47,64.1,48.81,604.74,338.37
863,148.5,248.59,91.01,90.73,229.65,173.44,179.51,614.83,471.14,172.03,227.87,171.64,82.67,139.51,292.76,35.31,64.19,48.56,601.21,329.3
864,150.47,253.92,91.66,92.43,229.66,174.48,180.9,616.47,472.0,173.71,233.18,173.89,82.01,139.73,293.51,35.51,65.18,48.41,604.78,324.27
865,152.59,260.79,94.25,94.88,240.63,183.26,194.02,632.46,481.92,173.53,230.58,175.73,87.45,143.01,294.94,35.28,65.09,49.05,620.3,333.33
866,152.99,265.44,96.55,96.2,242.28,180.45,197.75,626.04,485.66,176.63,234.9,174.39,89.68,144.42,303.79,35.89,64.58,49.06,606.69,333.61
867,155.85,276.2,101.07,100.04,255.41,184.13,204.93,636.5,487.26,176.51,234.57,177.13,96.6,141.51,310.06,36.24,65.98,50.12,630.56,353.29
868,155.0,279.43,102.46,98.95,257.25,180.13,195.61,630.97,487.05,175.13,229.79,175.71,97.84,142.45,303.5,36.03,65.61,50.19,633.69,358.14
869,157.4,272.23,101.93,97.71,259.0,183.25,197.81,643.71,489.29,177.59,234.72,179.16,96.81,145.61,305.13,36.43,66.74,50.94,646.33,362.88
870,159.28,273.78,105.84,100.61,261.99,197.58,202.16,636.75,490.85,178.01,234.72,178.41,95.93,144.67,305.79,36.99,66.99,50.67,642.13,374.22
871,157.83,272.29,104.22,98.7,264.68,191.15,199.81,630.92,487.52,176.51,229.83,176.32,97.58,143.46,293.9,36.2,66.57,49.46,640.37,361.71
872,158.93,277.66,106.26,98.71,271.91,192.22,204.28,639.23,487.76,175.65,233.1,180.28,100.28,142.3,320.37,35.97,67.26,49.73,664.16,369.0
873,160.25,280.57,106.06,98.13,267.79,190.41,206.01,636.17,495.27,179.09,238.03,179.51,97.95,142.54,328.39,35.92,67.91,50.51,647.53,374.96
874,158.28,276.38,103.06,98.04,265.31,191.81,202.84,626.84,493.22,179.49,236.76,177.05,96.61,143.9,327.66,36.4,68.73,50.54,644.05,373.15
875,157.65,275.23,101.36,97.24,264.1,189.19,200.68,624.7,486.77,179.43,238.48,177.49,94.56,142.79,323.52,36.45,68.6,50.39,639.71,373.4
876,160.77,280.51,101.9,100.25,269.84,193.88,205.35,625.5,490.87,180.67,241.03,181.04,96.09,143.81,332.03,36.95,68.64,51.17,659.12,379.16
877,162.36,284.05,101.32,102.0,273.83,195.28,207.84,633.75,491.48,180.83,241.5,184.24,97.88,144.57,338.43,37.15,69.2,51.43,676.68,381.9
878,164.9,288.3,104.0,103.29,277.77,207.46,211.94,641.54,496.87,182.3,241.75,186.01,98.01,144.84,345.48,37.91,69.41,52.28,680.71,385.37
879,166.17,287.23,104.91,102.41,279.65,194.77,213.07,642.47,497.03,182.5,244.44,184.16,96.56,146.76,348.28,38.01,69.91,52.31,673.99,380.08
880,165.63,287.18,105.12,103.95,274.53,192.58,214.72,634.41,497.73,181.85,244.44,180.4,95.87,146.31,346.75,37.77,70.25,51.82,668.68,385.15
881,163.76,284.34,104.95,101.1,268.81,185.52,211.48,629.01,497.13,183.64,253.37,177.2,92.56,149.12,342.35,37.92,72.05,51.82,663.9,382.02
882,164.66,291.6,108.9,102.06,270.37,185.06,216.1,622.64,485.98,184.36,253.32,178.12,92.47,149.61,339.33,37.69,72.34,51.27,657.12,380.6
883,162.03,289.39,106.95,102.17,275.79,184.51,214.75,627.39,493.83,183.2,250.9,179.42,95.48,149.99,338.99,38.23,72.07,51.33,661.64,376.25
884,160.8,282.83,106.12,99.92,271.69,186.79,213.85,621.57,498.65,182.92,251.43,179.87,94.03,149.95,338.21,38.38,72.18,50.62,659.77,371.11
885,160.1,283.49,105.22,97.83,264.95,180.54,214.0,616.7,489.35,182.56,249.5,177.55,92.33,149.51,331.03,37.64,73.76,50.11,654.66,369.89
886,165.56,289.84,108.19,102.4,264.63,185.9,220.35,624.24,497.89,184.38,251.44,179.11,92.09,150.37,346.19,38.05,74.77,50.8,665.41,378.8
887,165.21,286.14,109.46,102.51,267.58,185.0,221.49,619.54,491.3,183.51,250.0,178.98,91.75,149.59,338.63,37.96,73.86,50.54,666.2,379.38
888,165.23,288.8,106.42,102.74,270.02,187.04,218.86,627.36,493.94,184.45,248.07,180.05,89.87,150.49,332.72,38.09,73.63,50.28,639.04,377.92
889,166.47,288.37,105.12,102.3,276.67,184.31,217.89,632.32,496.9,184.83,246.09,180.32,89.78,150.32,333.7,38.27,75.02,50.31,643.33,377.55
890,167.63,288.45,105.02,104.3,279.31,180.59,215.7,634.5,496.03,184.72,246.21,177.08,89.94,148.78,323.12,38.25,74.84,48.04,623.6,380.11
891,166.65,286.11,105.9,103.81,271.04,162.99,213.07,633.02,505.58,185.33,243.46,176.62,90.11,145.94,325.35,37.73,74.53,46.58,633.57,380.26
892,165.02,285.76,105.91,106.96,271.19,165.08,212.89,632.9,506.35,185.41,243.86,177.02,88.43,146.22,327.98,37.74,75.6,47.03,634.47,377.67
893,165.33,281.77,106.78,106.21,270.42,162.55,212.79,634.54,511.42,185.5,244.45,175.9,87.57,145.86,329.02,37.21,75.81,47.39,627.38,377.34
894,163.77,275.42,104.61,102.57,262.41,160.67,207.55,622.02,503.17,189.71,244.87,169.39,83.8,148.0,322.55,36.9,75.66,47.09,605.76,369.59
895,163.76,295.37,104.45,104.98,269.56,153.75,209.4,616.19,494.66,188.54,238.8,164.46,85.94,148.28,321.15,36.52,73.65,46.54,609.1,363.06
896,168.41,304.83,108.37,109.82,272.26,160.19,238.56,618.41,501.27,189.69,240.34,165.27,87.44,149.94,325.85,40.27,73.78,46.56,629.24,371.42
897,169.68,307.26,108.22,105.45,277.49,164.31,240.32,626.5,503.22,190.89,239.74,167.2,89.37,143.9,329.93,41.37,73.22,47.25,636.86,377.56
898,169.59,305.56,107.71,102.05,289.1,161.83,243.18,637.95,493.59,191.68,238.9,166.68,89.69,143.21,324.12,41.64,73.5,47.34,635.2,374.15
899,168.54,305.41,105.98,103.63,282.1,160.31,239.24,612.34,494.81,192.25,235.97,163.94,89.91,140.36,317.55,41.2,73.7,46.36,634.05,368.66
900,167.45,304.4,106.12,103.65,278.02,160.61,237.03,613.2,490.06,192.18,229.31,163.35,81.62,139.91,319.3,40.89,74.59,45.96,634.74,345.25
901,165.79,305.41,105.21,104.0,275.62,161.2,233.52,610.16,490.34,193.38,231.89,162.3,86.61,141.26,320.78,40.22,74.38,45.7,635.05,335.83
902,173.57,310.65,106.22,105.66,286.8,170.06,232.78,630.12,499.06,194.27,236.53,165.82,89.84,143.56,322.76,40.43,75.27,46.25,650.32,348.4
903,173.5,308.65,108.24,105.83,291.51,171.79,233.27,629.06,499.06,193.35,234.62,164.22,95.04,144.18,331.21,40.59,75.33,46.34,654.99,344.06
904,171.77,307.0,107.94,106.62,285.71,169.15,233.37,618.51,500.79,194.14,234.43,163.0,95.06,142.03,332.14,39.62,75.08,46.47,643.05,342.65
905,173.56,312.31,112.28,110.19,288.85,168.54,233.08,626.27,499.66,194.27,234.11,163.05,97.02,142.03,335.42,39.86,74.87,46.71,657.14,344.02
906,173.75,310.11,116.9,112.18,285.78,172.08,235.79,627.67,501.89,195.34,232.29,161.17,97.1,142.7,344.76,40.37,74.73,46.37,650.19,341.58
907,172.57,308.97,117.92,110.26,283.4,167.98,233.81,631.15,504.07,196.12,232.95,161.88,95.26,144.12,339.89,40.21,74.73,46.71,647.51,335.45
908,172.07,309.46,116.96,111.2,289.53,166.35,238.86,639.8,502.04,194.27,233.53,165.26,97.4,144.62,335.89,40.2,74.99,47.1,655.69,345.67
909,172.07,311.74,120.09,113.4,292.13,166.52,238.82,641.44,496.15,193.43,227.88,163.38,101.48,143.7,333.75,39.74,75.28,46.92,652.05,345.11
910,172.69,314.0,121.48,115.5,301.78,173.86,242.49,657.47,495.0,192.06,225.02,165.34,103.75,141.58,339.96,40.29,74.7,47.63,670.5,356.63
911,175.05,318.52,123.52,118.15,316.78,176.89,246.85,677.9,498.1,191.56,224.23,169.81,107.93,138.18,371.29,41.31,74.21,48.2,695.93,360.43
912,175.16,318.34,123.25,116.25,312.64,180.14,245.64,682.25,496.52,191.84,223.42,170.11,105.82,139.03,365.36,41.18,74.79,49.13,694.0,371.25
913,174.2,321.18,125.87,115.01,311.76,188.87,248.32,678.37,491.87,186.64,223.99,170.86,108.0,141.6,363.01,41.24,74.45,48.82,698.64,372.05
914,171.56,315.26,123.29,114.99,306.88,185.77,246.74,686.5,484.87,186.07,224.44,169.74,108.12,141.37,355.99,40.38,74.07,48.91,681.45,370.42
915,171.84,313.85,121.64,116.75,305.38,182.9,249.21,679.53,482.76,184.89,221.32,167.07,108.27,140.0,364.85,39.98,72.4,48.41,666.79,365.76
916,172.99,325.92,124.35,115.0,379.8,184.47,252.69,728.8,486.55,183.8,217.46,169.62,120.35,135.76,359.0,39.09,71.79,49.03,708.48,392.06
917,175.43,332.89,125.43,120.11,389.46,193.17,262.04,812.73,507.26,183.58,216.93,176.29,127.03,135.15,378.88,39.48,72.52,49.86,735.93,415.39
918,177.3,331.21,124.64,121.66,401.11,201.16,262.52,803.34,508.03,181.61,218.53,176.55,125.27,135.12,392.98,39.16,71.43,50.17,728.26,417.21
919,177.25,328.39,123.37,120.58,378.34,203.93,264.72,807.96,511.56,182.35,220.65,173.88,118.21,137.25,395.23,39.35,73.08,49.67,722.93,417.79
920,180.09,332.58,124.37,122.77,397.7,207.52,272.61,789.95,512.6,182.19,214.27,175.81,119.47,138.91,403.13,39.04,72.84,49.74,726.77,426.75
921,180.95,335.4,125.23,124.25,393.27,213.97,272.61,812.0,512.59,184.06,218.07,175.23,117.86,131.19,400.47,39.19,72.59,50.02,724.65,436.37
922,179.58,335.94,126.63,125.3,391.71,217.61,271.39,802.3,518.25,184.19,221.88,170.26,117.93,132.22,403.54,39.79,73.2,50.21,722.2,434.18
923,179.21,333.68,127.91,126.61,386.54,221.31,271.12,790.0,516.26,181.56,221.22,170.36,124.23,128.54,399.29,39.46,73.4,49.81,716.63,432.89
924,177.82,323.38,122.94,121.23,374.75,224.57,263.6,792.63,511.23,180.11,221.25,172.0,117.83,126.55,399.77,40.35,73.31,49.78,710.21,418.32
925,180.57,325.26,122.67,124.25,385.1,234.86,264.58,804.2,520.09,182.1,220.76,172.23,121.05,130.32,409.37,40.47,74.25,49.68,720.05,439.03
926,180.96,326.79,122.87,123.43,387.7,244.4,264.95,804.62,517.28,182.35,218.76,170.59,124.92,131.36,420.02,40.23,74.06,49.66,715.86,454.0
927,183.79,331.85,124.35,126.57,394.82,249.83,271.05,855.36,520.97,181.9,217.36,174.04,129.19,130.78,423.97,40.69,73.85,50.48,730.17,474.63
928,183.31,334.29,124.43,126.66,410.22,258.71,271.32,851.12,522.02,181.54,221.99,177.41,124.53,129.88,435.73,40.68,74.13,50.8,737.27,478.99
929,183.95,337.34,124.38,126.42,429.97,256.79,273.35,886.18,527.2,183.17,222.28,177.12,127.33,128.05,440.86,40.84,72.77,50.96,740.21,479.53
930,186.01,348.1,125.79,127.11,426.53,255.9,281.83,883.43,529.18,185.71,228.44,178.09,124.24,132.76,445.27,41.47,74.62,51.93,738.69,490.91
931,184.92,342.33,124.06,125.49,426.92,260.54,281.0,868.11,523.65,186.04,229.66,176.76,120.08,130.93,431.96,41.2,75.22,52.07,721.88,495.18
932,185.01,338.05,123.85,125.78,438.08,274.45,284.33,868.03,519.7,185.31,228.59,174.36,118.93,131.23,434.7,40.64,73.95,51.55,720.41,485.86
933,183.96,333.56,121.26,124.83,430.45,259.46,281.64,847.66,519.62,185.43,227.04,170.48,112.11,132.68,424.45,40.62,73.38,50.85,707.3,477.48
934,187.0,339.71,123.87,130.15,430.25,264.61,284.88,842.43,524.2,187.35,229.66,172.63,110.7,134.34,422.48,40.58,73.95,51.12,717.41,477.58
935,186.68,335.02,123.02,129.33,422.09,256.6,288.73,822.15,524.44,186.07,227.11,167.68,110.01,132.8,424.02,40.09,72.12,50.33,697.89,484.72
936,185.27,328.6,119.09,127.33,406.32,241.05,278.47,821.63,523.42,184.89,224.73,168.75,107.51,134.85,415.94,40.56,71.73,50.21,700.24,479.51
937,188.06,334.57,119.01,129.18,418.76,250.21,287.05,848.4,530.33,186.22,222.61,176.31,110.39,136.17,417.08,41.48,71.67,50.86,725.08,489.27
938,189.25,335.85,121.08,129.04,411.17,256.24,285.29,847.94,532.8,183.7,221.31,174.96,110.17,136.27,429.84,41.67,70.96,50.87,724.19,482.43
939,189.59,335.05,120.01,127.9,408.22,257.5,281.53,862.57,531.69,183.88,221.16,176.79,111.24,136.84,428.24,41.47,70.85,51.21,723.35,483.77
940,193.97,340.54,120.97,130.36,423.02,261.77,286.98,867.43,538.38,185.22,222.02,180.02,113.91,138.9,440.49,41.55,71.57,51.74,724.75,488.99
941,192.46,337.99,120.56,130.22,424.13,279.82,286.02,876.44,541.04,185.6,225.01,179.76,115.82,139.33,441.44,41.76,65.25,51.82,733.88,485.21
942,191.33,338.15,122.63,130.38,423.17,282.48,294.37,861.86,541.13,186.58,225.88,176.53,113.95,139.56,445.9,41.48,67.06,51.51,715.67,487.26
943,191.81,341.27,120.93,128.36,421.03,276.54,291.99,848.0,537.37,186.6,222.98,174.82,113.48,139.16,438.84,41.21,65.41,51.11,699.31,481.29
944,190.68,337.22,120.14,129.78,425.03,274.43,290.53,846.75,525.05,183.08,218.65,173.7,113.17,138.97,438.1,41.43,64.85,50.99,696.74,485.27
945,188.61,331.83,116.87,127.13,421.8,269.61,294.1,877.73,527.01,184.3,224.73,179.44,113.58,138.34,441.71,41.85,65.19,51.4,709.83,496.35
946,188.08,332.47,117.71,128.78,424.05,269.79,298.29,882.05,529.64,183.98,223.86,178.82,111.32,140.02,440.21,42.01,64.86,52.12,705.0,504.74
947,189.77,337.2,119.62,130.8,439.02,271.99,309.34,889.95,538.0,183.17,225.68,182.37,114.58,140.89,444.05,42.34,66.47,50.74,724.86,507.36
948,190.54,342.66,124.83,134.3,459.77,277.9,313.41,890.36,538.45,187.53,227.66,183.12,115.92,140.69,450.38,42.56,67.71,51.53,750.74,517.28
949,190.69,345.24,125.7,134.68,454.69,281.38,308.87,888.58,546.7,188.21,227.43,180.85,115.94,139.68,441.91,42.01,67.38,50.38,754.02,514.83
950,193.99,345.73,125.06,133.56,464.61,290.38,310.62,910.35,552.96,185.63,227.84,183.4,118.32,138.0,450.05,42.09,67.05,50.81,754.49,522.0
951,193.73,359.49,124.08,132.83,474.94,293.34,312.05,903.43,553.59,184.45,232.57,183.68,117.93,138.45,474.8,42.44,66.77,51.24,757.03,532.23
952,195.1,355.08,122.78,135.36,470.77,291.26,316.01,901.37,554.11,186.26,232.05,183.67,116.43,137.58,477.59,42.71,67.55,52.43,715.78,527.17
953,193.13,346.87,119.53,129.96,455.2,262.9,302.52,888.34,556.96,189.3,233.23,179.92,110.25,140.1,437.42,43.21,68.56,52.37,676.13,516.88
954,191.94,343.77,120.31,130.0,443.09,260.02,294.26,896.75,557.86,190.16,234.82,184.32,110.95,140.9,427.5,42.89,69.34,52.63,693.36,520.23
955,192.75,345.11,121.88,128.8,446.12,269.06,291.61,901.59,563.93,190.92,235.42,183.89,110.61,141.37,428.37,43.29,68.92,53.11,684.48,523.86
956,193.62,350.98,122.79,129.13,456.79,265.28,294.47,917.99,565.19,191.36,235.31,186.08,113.0,142.47,427.7,43.3,69.2,53.6,687.3,525.34
957,194.5,337.77,129.66,128.15,454.52,264.35,298.57,893.09,566.17,191.6,235.21,176.0,110.09,141.09,422.67,42.91,69.38,53.22,684.3,514.55
958,193.22,330.72,129.87,128.25,459.0,255.71,311.71,893.53,561.83,188.53,236.05,177.72,111.1,139.88,413.17,45.35,68.14,53.0,708.12,513.97
959,195.83,338.37,133.01,132.21,467.5,266.44,325.48,899.79,563.32,190.31,236.37,178.37,112.96,140.87,425.78,45.23,71.33,52.09,718.37,528.87
960,196.45,335.92,133.11,133.68,467.29,267.43,318.6,898.65,560.67,187.46,234.15,180.0,114.4,137.77,438.97,45.26,71.7,52.04,716.41,546.17
961,195.61,336.34,131.89,131.69,465.07,261.07,322.71,920.0,555.47,186.82,232.12,178.37,117.6,137.26,438.62,45.31,71.45,52.66,708.71,549.1
962,192.58,327.5,128.64,128.21,442.69,254.11,314.31,892.3,552.35,188.31,230.41,172.44,109.35,135.78,429.7,45.09,70.47,52.58,683.06,530.3
963,191.17,326.66,128.77,128.91,445.15,259.32,313.19,884.98,557.69,187.12,230.7,171.8,113.15,135.37,431.0,45.17,69.67,53.15,681.01,523.76
964,181.99,327.78,128.54,139.57,446.8,253.86,310.73,881.65,552.04,184.6,243.28,168.44,115.82,134.6,431.6,44.84,69.4,52.63,678.04,526.88
965,178.85,330.11,131.94,142.22,454.17,251.45,316.56,897.06,558.41,186.89,252.94,168.96,116.81,136.65,440.76,45.45,69.93,53.01,693.42,529.73
966,179.8,326.05,131.84,139.94,446.64,249.7,312.64,883.16,556.12,184.44,260.8,166.73,113.23,136.26,438.3,45.4,70.48,53.06,679.37,520.6
967,178.19,322.23,130.15,137.85,425.54,242.19,305.21,850.73,559.7,183.98,259.32,167.27,110.47,137.71,428.9,45.28,71.28,52.99,672.49,513.78
968,177.97,322.93,130.21,138.56,423.88,245.34,305.74,842.9,561.49,183.75,262.06,167.56,110.23,137.73,429.98,45.93,70.34,53.37,677.81,515.83
969,177.79,321.01,130.17,138.41,408.55,242.65,301.64,829.76,562.96,184.04,262.51,166.2,107.57,138.34,421.66,46.03,70.37,53.79,661.78,508.45
970,179.46,324.04,131.83,140.57,437.53,239.76,306.19,854.1,561.47,183.62,260.97,170.48,111.98,139.5,427.78,46.56,70.84,53.88,666.55,522.25
971,177.45,321.86,130.27,137.67,439.4,232.96,301.95,842.52,558.51,181.35,266.01,168.16,111.35,138.58,423.7,47.03,69.51,53.35,651.7,518.7
972,176.57,320.4,129.11,135.07,434.86,225.6,294.29,832.99,559.05,181.21,265.02,165.72,107.19,138.25,415.45,46.34,69.71,52.96,646.44,514.49
973,174.0,316.88,130.46,133.98,433.44,219.22,285.09,827.1,547.11,178.45,263.85,165.76,104.44,136.37,403.0,46.24,69.12,54.73,644.34,511.67
974,174.49,316.48,128.11,133.22,432.99,215.49,283.25,825.84,544.94,178.18,261.82,166.49,105.45,136.14,404.53,45.76,68.46,55.04,655.33,508.13
975,175.84,321.88,128.93,134.68,469.67,231.28,289.9,865.14,543.21,177.05,260.7,167.95,108.22,135.55,408.29,45.86,68.88,55.44,662.52,520.47
976,177.23,322.46,129.69,134.25,456.68,233.19,287.6,855.79,538.37,175.7,257.62,167.11,105.66,135.16,413.17,45.57,68.77,55.46,667.52,519.48
977,181.12,327.0,133.21,135.52,471.16,236.86,294.24,876.58,540.86,178.12,257.36,169.83,109.43,136.33,427.55,45.46,69.1,55.98,677.12,530.71
978,176.38,319.97,130.42,131.84,471.63,230.04,286.75,854.46,531.71,177.18,256.62,165.59,101.8,133.32,406.93,45.24,67.89,55.24,647.82,512.43
979,178.61,322.98,130.69,133.26,460.18,238.59,285.5,851.82,534.01,179.42,256.38,167.81,102.25,133.35,416.03,45.47,68.25,55.7,651.01,525.06
980,180.19,323.7,131.79,133.14,468.35,238.82,290.26,861.08,536.19,180.25,256.55,168.7,102.61,135.18,418.06,45.98,68.64,56.2,658.99,529.92
981,184.12,328.41,135.49,134.91,487.84,257.18,297.99,889.93,542.77,180.93,259.64,170.69,105.92,136.74,429.99,46.78,69.14,56.56,667.51,540.57
982,187.65,328.79,136.93,135.07,492.64,256.9,295.1,892.28,542.26,181.08,257.88,169.23,106.59,137.39,434.67,47.12,68.86,56.81,669.56,545.36
983,187.87,327.76,137.35,138.01,493.55,258.08,295.89,922.89,549.28,177.92,256.34,168.06,105.72,136.25,433.68,46.76,67.82,57.35,660.53,559.34
984,189.46,328.66,136.8,138.12,485.09,245.01,296.38,872.52,544.25,175.32,256.71,169.83,109.45,137.33,439.88,45.73,68.14,57.84,662.52,563.21
985,189.7,333.55,136.71,137.27,485.48,256.49,300.15,872.17,544.73,174.16,254.01,169.74,110.78,136.89,448.68,44.56,67.64,57.26,663.56,564.88
986,182.91,332.88,135.37,135.36,470.61,251.92,299.17,872.27,546.69,174.73,249.01,168.05,109.28,134.13,445.76,44.93,67.0,57.16,666.04,561.94
987,177.56,329.91,136.2,137.85,462.41,251.49,298.67,857.03,548.62,176.4,249.01,164.71,106.59,137.28,443.14,44.84,68.0,56.79,637.79,560.46
988,178.18,334.27,137.2,138.23,455.72,248.5,297.89,857.55,551.19,176.27,259.43,164.66,106.09,137.63,442.8,45.03,68.22,56.67,627.86,560.36
989,179.36,337.94,137.74,143.1,451.78,273.58,307.56,859.14,558.78,178.93,261.72,165.84,105.32,140.26,445.36,45.26,66.6,56.84,627.71,564.5
990,176.3,331.77,136.07,141.23,448.7,267.48,301.66,844.52,558.79,178.27,260.31,163.49,105.31,140.11,434.69,45.19,67.34,56.39,618.8,542.21
991,174.21,336.06,137.5,144.85,454.85,271.3,305.06,852.93,559.76,179.68,257.23,164.36,107.71,141.5,412.24,45.19,66.45,56.28,617.05,553.56
992,175.74,338.7,138.99,144.72,455.81,276.04,311.72,871.64,564.77,181.23,262.3,166.05,106.63,143.12,400.49,45.97,67.78,56.37,621.9,552.16
993,175.01,330.22,138.3,140.39,439.0,274.39,300.31,851.68,556.36,179.84,260.72,162.62,101.49,141.93,396.94,45.34,68.27,56.04,596.66,528.89
994,177.97,329.06,138.96,139.98,439.66,265.28,302.55,850.0,562.72,179.38,263.15,162.83,102.37,140.81,394.4,45.64,66.63,56.11,597.73,532.42
995,179.07,328.65,138.83,137.63,435.2,266.5,305.07,849.2,564.35,178.32,264.31,163.14,101.61,142.47,396.2,45.73,66.67,55.84,593.77,541.69
996,175.49,320.77,134.59,135.29,422.39,262.59,299.67,830.57,563.83,178.38,271.46,162.1,100.34,142.07,386.3,45.5,67.96,55.5,589.88,535.78
997,173.93,319.53,131.36,129.33,410.17,255.7,295.73,808.36,555.08,175.38,269.41,160.4,96.11,139.99,384.15,45.7,67.02,53.34,582.12,513.88
998,174.79,317.01,131.25,129.12,416.1,244.88,299.08,829.08,558.59,175.27,267.7,160.31,96.2,139.35,379.81,45.3,67.83,53.57,587.1,512.9
