,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE
332,131.96,231.96,91.79,160.31,129.9,264.51,258.33,450.5,352.43,136.57,251.06,165.69,85.64,126.08,532.39,49.57,50.6,44.58,534.16,458.77
333,134.14,239.65,95.07,167.14,132.37,279.94,262.01,466.74,350.52,136.98,247.75,172.46,87.66,128.42,539.04,50.15,50.4,45.4,554.39,470.0
334,134.99,239.51,96.38,169.0,135.57,290.93,267.08,476.88,355.58,138.38,241.43,174.75,88.86,131.89,548.16,51.18,50.06,45.83,553.5,484.93
335,133.94,243.0,103.5,165.63,135.31,284.9,266.65,465.19,355.21,138.02,240.43,168.58,87.89,129.37,539.45,50.47,50.0,45.77,542.91,481.92
336,137.39,242.01,103.12,166.55,136.64,283.33,266.49,470.63,355.85,139.68,240.49,172.0,87.84,130.6,552.16,51.45,50.36,47.25,555.44,489.38
337,136.76,242.2,104.9,167.61,135.91,284.08,268.1,466.01,355.17,140.96,237.08,169.93,87.9,125.28,550.79,51.11,49.73,48.08,552.81,492.12
338,136.91,242.47,104.65,166.15,144.39,287.81,266.58,472.7,359.83,140.4,237.22,175.12,91.47,126.1,547.92,51.85,50.06,48.94,564.0,493.76
339,136.01,243.77,104.18,165.25,142.63,283.15,269.45,474.63,359.56,139.6,236.32,173.69,90.91,124.45,559.07,52.72,50.41,48.5,565.5,496.05
340,135.39,242.82,104.77,164.33,147.64,268.27,271.87,470.05,356.12,137.7,237.57,174.36,92.35,124.49,563.59,52.75,49.97,47.24,566.89,492.67
341,135.13,244.49,104.79,163.11,152.51,270.55,270.39,478.39,352.2,134.97,236.65,179.22,92.66,124.4,557.59,53.23,50.09,47.58,591.51,496.62
342,135.37,244.99,105.21,163.89,149.61,272.04,270.5,486.32,352.75,133.87,238.46,179.64,93.77,123.68,556.52,53.23,51.69,47.29,597.99,498.84
343,133.19,243.7,106.1,163.45,153.3,265.41,273.97,489.13,354.0,134.38,235.04,180.76,91.46,122.0,557.28,52.84,50.89,46.51,603.14,501.64
344,130.84,244.2,106.42,165.43,149.06,266.05,273.57,482.48,358.04,134.46,237.21,178.53,89.94,121.3,551.34,52.99,51.45,46.25,587.58,491.23
345,129.71,243.79,105.86,166.41,148.29,262.46,269.39,483.26,356.92,135.37,232.53,176.51,88.64,123.04,548.22,52.56,51.5,46.34,582.48,488.37
346,129.87,240.97,105.06,162.5,149.26,260.43,261.56,489.96,354.77,132.51,231.69,178.35,89.58,120.1,540.22,52.1,50.59,45.68,594.4,479.12
347,126.0,234.51,103.24,159.04,143.56,238.17,260.33,476.36,350.21,131.99,231.47,173.09,85.37,117.91,533.78,52.5,50.57,45.43,578.5,467.33
348,125.86,233.27,103.54,159.73,141.42,232.95,265.86,471.9,342.15,132.78,232.46,172.85,84.74,119.22,546.15,53.34,49.31,45.51,576.07,467.8
349,125.35,234.55,104.76,157.98,144.99,247.34,264.31,480.88,340.7,132.09,229.99,179.39,86.94,119.38,553.41,53.4,50.1,45.74,595.01,476.62
350,120.99,228.99,101.57,152.86,133.07,227.41,254.69,457.16,333.9,130.0,227.52,170.53,82.42,120.89,546.7,52.24,48.91,45.52,559.77,459.16
351,121.26,232.38,101.84,154.65,137.15,225.17,257.62,469.87,331.0,129.19,224.92,172.27,84.51,119.97,538.85,52.72,48.38,44.87,567.09,459.67
352,127.79,236.94,104.08,157.31,138.42,239.48,264.91,489.58,331.77,130.62,227.04,177.67,86.39,123.57,550.64,54.45,48.09,45.92,583.55,469.57
353,125.12,233.87,103.79,154.73,134.06,228.81,259.0,480.51,328.46,131.07,225.69,174.89,84.13,122.45,547.82,54.25,47.73,45.52,563.14,466.59
354,122.06,227.56,101.34,150.25,128.05,217.73,255.41,463.06,323.92,129.14,223.94,170.59,80.86,118.84,520.7,53.73,47.16,45.13,543.6,448.45
355,120.13,226.73,102.45,148.88,123.7,207.15,257.64,443.59,319.04,128.83,221.91,163.25,77.75,118.61,511.29,53.93,47.23,44.56,510.5,439.06
356,121.42,231.6,105.43,150.02,124.62,199.32,264.28,450.14,317.32,133.03,227.73,167.94,78.52,124.68,516.39,55.09,48.06,46.25,527.04,440.83
357,116.36,227.39,101.21,147.6,115.93,187.67,255.31,421.25,311.42,132.13,227.81,162.11,73.96,127.06,493.33,55.48,48.19,47.51,502.19,421.2
358,121.09,233.78,102.64,153.14,125.2,224.53,265.74,443.6,318.78,132.25,228.99,170.36,78.53,126.31,506.44,55.57,49.27,47.89,539.52,439.18
359,119.98,232.42,102.75,152.88,124.68,222.69,264.9,437.59,323.83,133.58,229.96,169.42,77.52,127.41,504.54,57.21,49.81,48.29,523.33,437.01
360,121.96,237.13,105.74,155.68,129.94,233.2,273.88,453.69,328.65,133.22,231.17,174.95,81.23,125.99,523.06,56.89,48.67,48.8,544.4,451.06
361,121.03,235.75,103.1,154.47,128.56,231.24,268.4,451.17,331.14,133.04,230.36,173.57,81.05,127.12,518.02,57.09,48.42,48.82,537.63,444.3
362,123.99,234.81,103.32,154.08,131.91,235.98,273.75,470.77,330.51,133.03,235.96,174.91,82.5,125.63,520.25,57.53,48.77,49.41,547.19,447.59
363,125.57,237.71,104.63,154.59,132.91,225.63,279.28,478.18,327.25,134.01,240.32,177.14,82.75,127.78,524.03,58.04,50.05,49.67,549.38,450.54
364,124.76,237.04,104.55,156.79,133.41,233.94,284.01,483.59,329.19,133.62,244.27,179.35,82.63,127.3,524.44,57.5,50.07,49.42,559.57,451.01
365,120.53,230.72,101.81,151.4,127.23,217.72,278.62,464.15,322.98,132.53,244.42,174.36,78.12,124.91,504.79,55.87,49.33,48.8,539.19,439.18
366,119.99,230.35,102.16,153.75,128.46,218.29,290.11,474.46,328.91,134.5,245.94,175.98,79.06,124.19,512.18,55.46,49.21,48.98,547.42,441.5
367,123.39,235.99,101.93,155.54,131.86,223.33,293.54,475.28,334.49,137.8,249.69,180.1,80.3,126.11,523.11,56.37,51.2,50.3,575.99,452.41
368,122.54,237.58,102.65,156.88,130.71,220.72,290.63,464.06,340.34,139.46,245.04,178.78,78.38,124.39,535.09,56.14,49.4,50.01,558.87,460.2
369,120.09,235.46,102.25,154.35,126.43,210.09,282.14,457.27,338.04,138.81,245.47,178.9,76.48,122.36,520.81,55.92,48.79,49.65,578.58,451.51
370,120.59,232.34,102.22,152.31,125.35,213.46,278.74,461.7,346.34,139.63,246.25,178.49,76.22,123.48,502.86,56.3,49.7,50.51,584.0,450.99
371,121.21,236.48,101.78,152.6,128.39,206.24,283.02,482.04,352.02,142.7,252.86,188.2,77.41,122.99,508.05,55.18,50.64,52.57,625.67,469.09
372,121.39,235.24,102.8,153.79,129.48,203.76,290.82,472.62,356.15,144.81,254.96,186.18,77.14,123.46,513.95,55.19,50.81,52.52,608.0,469.32
373,119.9,231.85,102.78,152.76,128.72,211.87,288.0,456.16,349.75,142.54,249.75,185.94,76.0,124.64,513.39,54.98,49.97,51.77,601.29,465.46
374,122.15,235.77,103.43,154.7,133.48,222.64,294.53,463.66,352.48,141.45,248.81,188.99,78.5,125.29,521.66,54.11,49.72,51.71,617.36,475.37
375,123.0,242.35,106.89,158.05,138.12,220.58,298.66,475.95,354.94,141.28,249.17,192.06,81.09,127.65,539.42,54.75,49.53,51.98,637.1,483.34
376,125.9,249.07,111.28,161.34,139.88,230.35,308.91,488.48,360.82,143.16,252.02,196.93,81.43,131.4,540.67,54.8,49.53,52.41,640.49,491.62
377,126.21,247.86,111.24,161.19,138.62,230.54,306.26,483.87,360.12,143.67,249.1,194.59,81.44,131.43,544.53,54.84,49.22,52.03,628.0,491.34
378,127.9,249.9,112.48,163.97,141.44,223.66,313.09,482.46,358.81,143.41,248.12,193.09,82.2,130.02,546.99,54.6,48.42,51.77,626.56,493.41
379,130.36,253.25,113.27,164.97,143.17,227.93,313.02,485.48,361.22,142.54,246.88,195.2,83.35,130.11,554.58,54.33,49.5,51.91,639.88,499.84
380,133.0,255.85,114.29,168.61,144.0,225.67,312.46,485.09,363.21,142.57,248.95,195.43,82.76,129.03,555.31,53.57,49.94,52.09,634.32,504.04
381,131.24,255.91,112.74,168.97,152.09,233.99,311.54,483.67,364.81,143.02,248.94,192.43,78.58,130.76,552.78,53.32,49.42,51.57,630.43,506.03
382,134.43,258.49,113.36,170.0,156.79,254.11,309.76,484.96,365.21,143.05,249.95,191.24,80.19,130.79,553.73,53.88,49.19,51.66,629.12,514.86
383,132.03,255.59,112.74,166.65,152.77,244.08,302.82,477.3,363.17,142.11,249.62,190.33,78.55,129.9,540.02,53.3,49.84,51.37,630.99,510.63
384,134.5,259.5,114.83,168.95,161.37,246.28,307.82,480.0,368.8,142.31,255.13,193.17,83.01,131.47,549.22,54.14,50.83,51.64,642.09,523.25
385,134.16,260.74,114.89,169.97,159.13,246.59,306.18,478.79,370.72,144.16,255.71,191.93,82.15,133.05,546.54,55.11,50.74,52.8,645.69,525.08
386,134.84,258.74,115.12,168.6,153.62,238.21,302.24,462.0,369.55,144.75,255.97,187.06,81.11,131.99,554.44,54.14,51.63,52.85,630.11,516.17
387,133.11,258.26,114.68,166.73,151.71,239.66,302.65,457.26,371.73,145.71,259.14,185.27,79.27,130.55,549.57,54.16,52.27,51.79,616.94,514.21
388,133.5,260.58,114.66,168.1,153.6,248.04,301.47,459.79,374.09,146.98,258.78,188.9,81.61,132.12,508.9,54.66,53.11,51.93,655.49,512.34
389,131.94,257.17,113.4,165.45,148.5,239.9,296.52,455.11,371.26,146.07,255.05,185.8,79.06,131.73,508.78,54.4,52.71,51.5,647.09,507.29
390,134.32,261.15,115.77,167.04,152.65,243.13,301.13,466.13,373.28,145.83,257.03,188.82,82.76,133.32,505.55,54.39,52.26,51.91,670.91,515.84
391,134.72,261.55,116.34,170.45,154.78,246.07,303.04,471.85,368.52,143.36,255.52,191.36,85.41,132.5,510.3,54.32,52.37,51.64,670.44,515.7
392,134.39,261.97,115.36,170.87,153.82,234.91,303.57,466.35,370.21,142.89,255.13,190.21,85.21,132.92,505.55,54.3,52.37,51.37,672.81,517.32
393,133.58,254.56,119.0,172.93,152.77,231.47,307.1,459.2,369.59,141.83,236.71,181.82,84.02,132.08,506.52,54.1,52.08,51.11,665.34,515.48
394,133.48,252.51,121.49,173.57,153.25,225.67,329.51,466.29,373.54,143.94,234.71,185.82,83.91,134.01,509.0,56.4,51.37,51.46,662.48,516.09
395,131.46,252.18,120.51,173.37,150.1,236.48,325.08,456.2,372.09,144.16,239.64,180.51,81.62,132.13,513.47,56.15,53.07,50.91,648.1,508.34
396,132.54,251.86,119.76,169.32,148.37,228.3,322.58,450.14,379.32,145.79,245.38,178.8,78.55,131.45,509.11,56.57,53.7,51.17,654.43,503.46
397,127.85,247.79,117.71,165.59,143.51,224.53,318.36,444.54,375.29,143.96,247.36,179.03,78.61,128.48,503.18,56.63,52.93,50.71,629.0,490.7
398,128.1,246.47,117.84,163.53,144.59,223.65,315.02,443.83,372.5,143.89,249.35,181.65,77.83,134.13,496.08,56.41,53.65,51.13,641.88,486.69
399,129.74,249.73,119.07,165.32,145.23,221.18,320.02,448.58,382.76,145.56,251.3,184.27,77.89,138.88,499.55,56.98,53.48,52.44,644.34,483.61
400,130.21,252.46,119.93,164.58,148.12,224.12,319.08,452.58,384.32,145.56,254.21,187.76,78.81,139.12,503.84,58.11,53.81,53.43,658.57,488.73
401,126.85,247.18,117.08,159.52,142.66,209.68,305.97,436.1,381.48,146.72,252.62,182.05,75.99,135.81,486.69,57.51,54.38,53.16,627.26,479.38
402,125.91,246.23,115.44,161.2,143.06,205.73,306.53,440.07,378.18,145.65,252.3,183.2,76.83,138.0,495.08,57.5,54.1,52.83,630.66,485.19
403,122.77,239.0,111.95,157.6,137.59,196.63,302.55,422.38,372.2,144.23,250.83,176.6,74.64,136.64,484.98,56.62,54.5,51.6,601.88,472.09
404,124.97,243.03,113.1,158.07,136.65,190.56,305.26,430.6,379.53,146.37,252.07,178.99,73.09,138.12,486.66,57.39,55.05,52.49,623.09,474.16
405,127.45,248.15,115.81,161.15,142.43,196.58,315.94,441.62,384.42,146.59,251.38,183.27,74.59,141.52,493.37,58.68,55.21,52.9,647.76,486.56
406,126.27,245.18,116.07,163.52,141.66,192.28,315.46,439.94,383.96,146.17,252.38,180.83,74.65,140.2,488.94,55.46,55.88,52.94,635.35,482.74
407,124.85,243.08,115.17,161.61,140.16,192.62,309.96,433.74,382.81,145.51,250.86,178.87,74.44,135.0,486.28,54.95,55.99,52.93,632.19,480.62
408,124.69,243.12,115.44,161.59,140.66,187.82,313.59,441.72,379.66,145.43,248.63,181.72,76.23,134.35,487.7,54.24,56.34,52.47,630.78,480.47
409,127.31,246.48,117.8,162.38,146.13,195.59,318.61,455.0,383.58,147.23,251.93,185.3,78.06,136.16,501.67,55.04,57.44,52.85,648.77,491.67
410,125.43,245.17,117.26,160.15,149.92,193.63,316.23,451.24,380.72,147.1,251.01,185.01,77.17,136.05,497.89,55.08,57.4,52.43,639.22,488.07
411,127.1,250.78,120.33,162.25,156.12,202.15,324.63,459.19,383.45,147.85,247.75,188.69,77.44,137.73,502.9,55.66,57.47,53.39,658.95,497.83
412,126.9,251.72,120.45,162.95,156.48,201.56,327.79,459.54,385.38,148.3,242.0,188.7,77.86,136.76,501.34,55.7,56.91,53.31,672.29,505.08
413,126.85,251.49,121.68,163.26,157.0,206.38,327.66,460.49,385.62,148.3,238.55,188.36,78.34,139.65,502.36,56.85,56.54,52.91,665.77,506.98
414,125.28,249.31,120.13,161.51,154.88,210.28,332.75,467.68,387.5,146.51,235.31,189.13,78.42,141.31,503.86,57.34,56.89,52.92,665.09,498.28
415,124.61,249.68,120.58,161.15,162.45,208.41,328.73,472.33,378.27,147.94,237.94,189.82,80.08,141.45,502.81,57.34,56.77,52.9,675.47,504.58
416,124.28,247.4,121.49,160.93,162.65,207.97,329.13,468.31,378.23,147.63,233.58,189.0,80.81,141.7,499.08,56.95,56.25,52.62,671.8,495.91
417,125.06,247.3,121.06,161.7,167.78,201.71,329.15,473.73,380.59,148.22,235.16,190.75,81.97,140.98,499.24,56.69,56.1,52.96,674.09,495.77
418,123.54,245.71,120.23,159.35,169.7,190.95,326.04,464.8,383.87,147.67,235.74,186.0,80.28,142.32,489.43,56.39,56.25,53.33,665.89,493.14
419,125.89,250.79,122.59,160.31,175.78,199.68,330.35,475.0,387.52,147.84,236.85,190.07,81.58,144.51,494.74,57.0,56.8,54.07,683.3,504.5
420,125.9,253.81,123.3,159.9,176.19,201.71,336.58,463.78,380.4,147.75,237.19,188.55,81.35,143.51,494.66,56.92,56.4,53.92,681.98,509.47
421,126.74,252.57,124.14,163.21,174.57,201.2,333.68,463.53,379.7,146.37,236.82,186.93,80.89,145.39,492.39,56.43,56.31,54.13,680.73,509.2
422,127.13,253.59,124.57,164.06,173.58,199.59,330.25,463.93,379.96,146.1,239.52,186.45,79.96,147.27,485.81,56.26,57.6,54.02,682.59,514.68
423,126.11,257.24,126.08,167.48,174.25,203.37,332.46,468.67,383.01,147.6,244.64,188.0,81.56,146.51,487.27,56.6,58.84,55.03,699.94,535.52
424,127.35,257.89,125.7,167.34,178.25,203.3,331.26,470.7,381.83,147.69,242.77,188.67,81.31,145.35,488.77,56.88,58.77,54.77,697.03,541.26
425,130.48,259.89,126.35,169.19,180.19,205.9,336.77,475.83,383.76,148.57,241.19,190.26,81.55,145.26,499.89,57.28,58.76,54.17,709.33,556.95
426,129.64,258.36,126.03,169.16,177.89,199.79,336.75,470.74,383.91,148.58,239.85,188.61,80.47,145.68,491.9,57.32,58.84,53.79,701.78,548.46
427,130.15,257.38,125.7,170.76,178.1,201.62,331.08,465.75,379.41,147.1,239.58,187.73,80.11,144.91,492.41,57.12,58.41,53.47,699.05,543.33
428,131.79,260.9,126.37,174.46,186.57,205.53,336.51,471.17,384.75,148.52,240.76,187.65,84.56,146.45,498.34,57.52,58.35,53.13,698.83,551.36
429,130.46,259.43,125.57,174.35,186.39,207.77,329.66,463.5,380.88,145.42,238.68,183.07,84.65,144.7,500.77,56.71,58.37,52.07,671.07,565.59
430,132.3,262.63,126.46,172.7,184.27,206.94,332.29,464.61,386.8,146.56,240.24,186.11,82.59,145.66,497.0,57.28,58.31,53.18,680.65,567.35
431,133.98,265.51,127.0,175.27,188.87,207.9,339.03,464.45,392.18,146.78,239.91,187.04,83.58,145.82,508.82,57.63,57.89,53.26,685.81,575.74
432,133.7,265.27,126.46,175.19,190.57,218.86,340.59,466.66,391.97,144.85,238.71,186.1,83.82,145.03,512.74,55.48,57.98,52.76,681.65,574.23
433,133.41,266.69,127.28,172.45,192.06,226.61,343.18,470.06,392.07,145.67,240.95,188.61,86.1,145.6,518.06,56.06,58.42,52.78,695.0,578.26
434,133.11,265.02,127.0,170.07,190.31,223.96,341.37,462.2,394.51,146.41,242.68,188.17,85.62,145.34,527.07,56.42,59.35,53.06,686.21,579.66
435,134.78,268.72,126.82,172.19,199.85,229.57,355.64,472.8,396.54,147.04,242.84,191.53,87.08,145.04,533.03,56.1,60.07,52.96,704.11,588.8
436,136.33,271.4,126.02,172.41,200.27,226.92,351.89,477.15,398.79,146.94,242.46,192.88,89.52,144.99,533.5,56.54,60.18,52.91,703.68,590.75
437,136.96,270.9,125.32,172.01,200.03,226.57,347.71,476.84,395.67,148.17,243.75,192.3,93.93,144.83,528.21,57.02,59.9,53.0,690.84,585.64
438,137.27,271.6,126.37,171.65,202.12,225.97,354.39,469.64,394.53,148.2,246.9,190.84,93.31,145.34,533.54,57.75,60.31,53.44,679.31,584.73
439,139.96,277.65,128.72,175.55,204.87,226.3,354.7,468.17,398.94,148.91,248.7,192.21,94.7,146.29,533.98,58.42,60.79,53.54,687.54,593.07
440,142.02,277.66,129.77,183.79,206.99,219.86,352.78,473.28,398.86,149.13,243.65,191.2,94.47,146.75,541.64,57.66,59.9,52.98,685.87,596.9
441,144.57,279.93,130.08,184.83,203.72,214.88,350.49,469.54,404.68,149.79,243.22,189.78,90.54,148.04,535.96,58.17,59.76,53.26,690.18,605.77
442,143.24,277.42,129.18,186.57,199.03,217.6,345.65,470.5,407.15,149.86,244.28,188.24,89.74,146.86,530.76,58.23,59.26,53.26,673.69,605.95
443,145.11,277.94,129.57,185.97,200.5,218.98,350.42,480.18,412.37,149.48,245.2,190.27,90.9,146.01,535.98,58.03,59.63,53.74,691.36,604.5
444,144.5,277.32,130.56,185.93,205.13,228.57,353.16,485.75,407.88,149.51,244.37,191.92,90.81,146.9,537.31,58.26,60.5,53.23,707.81,600.2
445,145.64,280.98,130.99,183.87,202.5,222.85,352.09,484.01,407.06,152.96,244.83,191.2,90.26,147.77,540.68,57.82,60.61,53.32,706.42,605.01
446,149.15,282.51,132.08,184.08,198.42,217.79,347.63,481.59,409.95,154.54,244.7,191.28,89.05,148.9,547.95,57.77,59.8,54.09,716.51,608.83
447,148.48,281.03,131.27,181.56,189.66,216.87,344.46,477.34,411.82,155.25,246.63,188.26,86.93,148.34,542.95,57.95,56.96,53.65,703.94,606.17
448,146.39,280.75,131.85,178.68,181.61,214.74,341.16,468.07,410.37,155.82,247.96,186.12,85.89,149.41,530.31,57.55,56.79,53.7,687.42,606.1
449,142.45,277.01,129.25,177.48,187.8,215.41,336.95,465.67,414.15,155.8,246.73,186.24,86.58,144.61,532.28,56.63,56.48,53.06,684.0,602.05
450,146.15,279.32,131.1,178.66,186.12,220.17,341.66,468.59,416.24,155.82,246.89,187.77,87.11,144.4,531.05,57.08,57.54,53.58,684.05,608.72
451,145.4,281.4,132.6,179.26,194.1,218.43,346.23,479.02,415.01,155.24,244.85,194.24,89.41,144.57,513.63,57.81,57.77,53.88,721.0,612.26
452,146.8,286.14,133.33,181.9,195.94,216.42,351.19,476.33,417.54,155.19,244.74,183.91,91.21,144.75,511.77,57.79,57.96,54.54,729.92,623.68
453,148.56,289.67,137.82,182.83,195.58,214.46,369.79,483.15,423.43,157.18,247.72,186.85,92.15,144.0,515.41,58.36,58.23,55.23,748.14,625.87
454,148.99,289.05,139.64,184.99,192.94,219.21,372.46,482.24,423.23,157.07,245.08,188.26,91.82,144.97,516.49,58.7,56.79,55.47,754.09,620.8
455,146.77,286.54,136.8,181.32,192.08,214.93,367.81,475.36,424.34,157.94,244.68,185.13,91.03,144.82,518.91,58.56,57.46,55.28,745.6,618.28
456,144.98,286.22,136.38,181.52,195.03,215.66,373.28,477.65,422.22,156.49,244.25,186.85,97.93,145.12,519.3,57.98,56.81,54.77,759.86,620.92
457,145.64,286.5,136.54,180.0,196.62,225.78,358.32,484.11,425.28,156.81,242.46,189.83,102.95,144.63,514.25,58.11,57.64,55.07,765.71,621.7
458,145.86,284.91,135.22,166.38,194.99,229.07,356.3,485.4,429.72,156.95,241.54,190.62,106.19,144.02,517.57,58.83,57.24,55.37,766.74,621.63
459,145.52,284.82,135.99,166.57,197.5,236.56,351.95,484.68,428.92,156.32,239.79,190.72,108.63,144.91,515.15,58.47,57.38,55.45,769.65,618.75
460,147.36,287.12,136.28,168.31,198.15,236.58,351.24,486.79,435.07,156.67,244.08,189.34,112.56,144.5,510.82,58.23,57.66,56.25,779.53,621.28
461,146.95,286.51,136.03,167.74,202.74,236.97,358.92,487.8,435.04,154.05,228.31,192.38,118.77,142.22,517.35,57.97,57.31,55.69,795.48,625.68
462,147.06,289.52,136.94,168.8,206.37,238.21,362.97,487.67,443.19,154.31,233.99,193.16,112.35,141.93,524.89,58.34,58.41,55.76,794.75,632.08
463,146.14,289.46,137.04,167.25,203.66,233.03,363.51,485.43,439.63,154.33,230.15,192.96,110.11,142.23,520.55,58.69,56.44,55.59,783.28,631.38
464,146.09,288.33,138.0,167.09,202.95,237.92,361.61,484.68,440.47,154.35,227.89,190.45,107.58,142.99,519.97,58.28,56.36,55.47,788.68,629.22
465,145.6,286.44,138.1,166.03,199.36,236.66,361.13,482.26,443.03,154.43,227.96,189.65,106.48,143.2,515.84,58.45,56.41,55.61,789.29,621.74
466,145.86,286.95,137.69,164.61,196.99,235.94,359.96,483.55,444.3,155.04,228.13,189.5,107.68,144.59,512.4,59.09,56.61,55.86,789.22,626.03
467,148.89,289.81,138.39,165.18,199.05,240.75,362.65,484.26,445.36,155.07,228.15,187.87,106.5,144.74,510.72,59.03,57.46,56.39,781.07,634.35
468,149.1,292.85,138.41,164.7,201.88,239.06,363.18,486.16,447.82,156.52,229.68,188.7,110.55,144.94,515.92,59.32,58.48,56.47,788.96,637.31
469,151.12,294.6,138.92,164.95,199.5,228.72,366.56,488.14,452.86,158.05,231.07,189.85,107.48,140.73,517.92,59.25,58.75,56.28,787.35,636.94
470,150.19,293.08,137.3,162.1,194.58,221.9,358.45,478.69,452.34,157.9,231.2,186.32,107.56,140.67,518.91,59.47,59.35,56.01,776.56,635.01
471,146.36,290.73,136.57,160.06,190.4,229.66,355.45,468.97,446.21,156.28,226.84,183.8,103.44,139.83,521.87,59.03,59.44,55.15,772.45,626.77
472,146.7,296.77,136.91,159.39,197.98,224.49,355.12,473.53,454.26,158.91,224.39,185.04,103.7,140.89,543.71,58.96,59.19,57.27,781.51,637.66
473,148.19,304.36,138.44,160.0,208.16,226.75,359.37,475.17,458.99,158.35,223.53,184.97,104.65,141.81,546.88,59.41,59.39,58.22,788.18,647.34
474,149.71,304.65,141.1,163.29,219.58,235.43,363.35,482.45,454.93,157.85,225.64,187.85,108.77,142.54,553.33,59.8,58.8,58.54,811.62,656.86
475,149.62,302.62,142.4,165.29,217.93,236.16,365.51,481.43,451.79,155.89,224.38,187.82,107.65,142.5,553.41,59.53,58.52,59.32,805.61,657.24
476,148.36,302.01,142.95,164.96,222.13,237.07,368.39,483.41,451.23,155.2,221.59,188.09,108.3,139.86,547.58,59.48,58.58,59.35,807.87,656.8
477,147.54,299.09,142.12,165.8,220.68,233.72,364.38,485.74,449.31,154.63,221.47,187.97,107.27,137.58,550.12,59.0,58.76,59.2,810.94,652.39
478,148.6,299.72,144.55,167.48,226.36,237.31,372.63,495.94,450.34,154.94,222.78,190.52,111.4,138.38,558.92,59.4,58.63,59.02,832.92,658.52
479,153.12,303.59,145.47,171.08,226.88,243.64,380.66,498.89,455.93,156.0,224.13,191.43,111.32,137.9,566.18,59.71,58.61,59.13,839.59,665.99
480,151.83,301.88,145.46,173.54,223.85,245.24,379.38,497.21,455.49,156.39,225.53,190.91,110.72,137.02,569.19,60.68,58.28,59.02,833.04,663.7
481,152.51,301.83,145.84,173.95,224.41,244.7,382.05,493.16,456.52,157.91,223.35,188.35,109.99,137.74,582.07,61.14,58.72,59.04,842.17,665.89
482,153.65,301.15,144.22,173.16,223.96,244.13,375.28,491.9,460.97,156.95,225.96,189.41,109.2,136.13,588.55,61.75,59.59,59.53,861.28,664.64
483,154.3,301.14,144.78,173.9,228.43,244.52,376.26,497.68,462.55,157.09,226.37,189.88,109.92,136.0,590.53,61.72,58.83,59.42,858.11,666.59
484,156.69,300.18,145.52,175.46,226.62,250.97,382.18,496.59,459.6,154.53,221.34,189.46,109.15,134.47,606.71,60.3,58.39,58.88,861.77,661.39
485,155.11,300.21,144.88,176.28,223.39,251.29,377.57,494.38,465.7,156.72,220.87,188.8,106.17,133.67,606.05,60.14,57.07,58.68,857.99,663.22
486,154.07,297.25,144.91,174.21,221.77,251.62,378.0,493.49,465.94,155.73,215.58,188.47,106.15,131.44,597.54,59.56,56.29,58.6,853.5,661.68
487,148.97,295.71,141.92,173.46,224.78,245.42,378.69,498.15,465.16,155.46,213.75,190.65,105.2,130.81,598.72,59.3,56.26,57.89,858.87,658.94
488,149.55,296.99,143.47,172.86,221.52,247.67,376.51,498.96,459.66,155.76,216.72,193.98,104.8,130.02,589.29,59.97,55.96,58.1,871.24,645.15
489,148.12,299.79,143.41,172.5,222.42,248.16,376.53,501.87,458.41,155.15,216.04,195.11,105.73,128.92,577.76,55.59,55.96,57.87,888.07,645.01
490,149.03,304.82,145.21,173.79,223.41,251.94,373.92,509.74,460.73,156.02,218.13,197.5,105.6,127.07,582.87,57.0,56.45,57.56,889.33,661.08
491,148.79,305.22,144.37,174.41,222.42,252.33,373.06,507.35,463.31,155.56,217.36,196.82,106.22,128.91,586.5,57.28,56.6,57.33,887.31,665.11
492,146.06,299.87,141.46,173.13,219.0,253.16,364.72,506.0,459.51,154.13,219.38,196.25,103.88,128.0,589.35,57.11,55.56,56.85,859.85,654.48
493,142.94,294.3,139.02,167.79,211.13,243.39,355.7,494.82,451.14,153.61,215.11,192.59,101.55,125.63,575.43,56.49,58.5,55.89,840.74,641.29
494,143.43,294.8,139.65,167.18,212.46,246.46,357.48,490.99,452.11,153.54,215.36,192.96,102.82,124.9,573.14,56.06,59.13,55.26,854.73,645.89
495,145.85,298.58,140.94,169.0,219.41,250.65,343.21,500.59,452.33,154.01,213.64,195.92,104.38,127.73,590.65,56.02,58.74,55.52,864.74,626.08
496,146.83,299.56,141.83,170.8,224.82,251.21,345.96,504.3,452.78,154.13,215.05,198.67,106.15,130.94,593.26,56.17,59.48,56.69,879.78,630.84
497,146.92,299.35,142.63,171.28,220.81,258.13,352.96,504.92,467.75,154.2,213.61,200.65,105.8,129.43,592.39,56.24,60.35,56.73,868.82,622.71
498,145.37,294.17,141.5,170.29,216.6,263.79,353.58,504.85,460.56,152.72,213.11,200.33,108.16,127.78,592.64,56.29,58.72,56.22,835.31,603.65
499,141.91,283.52,136.18,165.8,206.99,259.19,340.65,491.02,447.35,151.05,212.27,194.89,101.52,126.31,583.85,54.75,57.63,55.52,780.17,578.77
500,142.83,284.0,134.52,165.06,205.17,260.44,339.61,489.48,451.79,152.3,214.9,193.07,100.35,128.1,599.06,55.93,59.67,55.48,750.42,577.7
